region,subregion,station,abbreviation,elevation,month,precip,avg precip,pct of avg,year
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,Oct-Sep,,7.58,,2006
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield,BFK,494,Oct-Sep,6.75,6.12,110.0,2006
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,Oct-Sep,13.59,11.79,115.0,2006
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,Oct-Sep,,6.93,,2006
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Ap,FRO,328,Oct-Sep,14.52,10.89,133.0,2006
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,Oct-Sep,15.44,10.67,145.0,2006
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,Oct-Sep,11.04,7.8,142.0,2006
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,Oct-Sep,60.13,43.63,138.0,2006
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,Oct-Sep,26.54,19.08,139.0,2006
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,Oct-Sep,60.3,36.2,167.0,2006
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,Oct-Sep,65.27,48.0,136.0,2006
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,Oct-Sep,56.8,44.53,128.0,2006
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,Oct-Sep,52.65,43.63,121.0,2006
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,Oct-Sep,44.27,35.2,126.0,2006
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,Oct-Sep,34.19,26.25,130.0,2006
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,Oct-Sep,28.56,21.71,132.0,2006
TULARE LAKE,KAWEAH RIVER,Terminus Dam,TRM,752,Oct-Sep,19.52,14.2,137.0,2006
TULARE LAKE,KAWEAH RIVER,Lemon Cove,LMC,513,Oct-Sep,18.31,14.03,131.0,2006
TULARE LAKE,TULE RIVER,Hossack,HSS,7100,Oct-Sep,51.37,42.15,122.0,2006
TULARE LAKE,TULE RIVER,Eagle Creek,EGL,6700,Oct-Sep,44.18,37.68,117.0,2006
TULARE LAKE,TULE RIVER,Rogers Camp,RGC,6200,Oct-Sep,40.7,34.72,117.0,2006
TULARE LAKE,TULE RIVER,Mountain Home,MNH,5400,Oct-Sep,,41.77,,2006
TULARE LAKE,TULE RIVER,Springville,SGV,4070,Oct-Sep,35.39,27.44,129.0,2006
TULARE LAKE,TULE RIVER,Success Dam,SCC,692,Oct-Sep,15.52,11.15,139.0,2006
TULARE LAKE,KERN RIVER,Kern R Intake No. 3,KR3,3650,Oct-Sep,20.78,18.35,113.0,2006
TULARE LAKE,KERN RIVER,Glenville Fs,GLV,3140,Oct-Sep,22.43,18.42,122.0,2006
TULARE LAKE,KERN RIVER,Kern PH 3,KP3,2703,Oct-Sep,14.32,12.06,119.0,2006
TULARE LAKE,KERN RIVER,Isabella Dam,ISB,2635,Oct-Sep,14.12,10.84,130.0,2006
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Cedarville,CDV,4670,Oct-Sep,,12.9,,2006
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Fort Bidwell,FBW,4500,Oct-Sep,,15.31,,2006
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Doyle,DYL,4240,Oct-Sep,,10.35,,2006
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Susanville,SSN,4148,Oct-Sep,19.96,14.53,137.0,2006
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Meyers Fire Station,MIS,6400,Oct-Sep,,33.0,,2006
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Sagehen Creek,SGH,6337,Oct-Sep,50.86,30.28,168.0,2006
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Tahoe City (Nws),TAC,6230,Oct-Sep,48.39,30.98,156.0,2006
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Truckee RS (Obs),TKE,6020,Oct-Sep,46.28,31.3,148.0,2006
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,Oct-Sep,58.47,40.32,145.0,2006
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,Oct-Sep,32.21,22.5,143.0,2006
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,Oct-Sep,10.47,14.4,73.0,2006
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,Oct-Sep,15.7,9.37,168.0,2006
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,Oct-Sep,37.74,28.23,134.0,2006
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,Oct-Sep,,19.04,,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,Oct-Sep,,24.46,,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,Oct-Sep,,18.14,,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,Oct-Sep,,16.77,,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,Oct-Sep,,20.7,,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,Oct-Sep,12.93,10.17,127.0,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,Oct-Sep,8.96,5.66,158.0,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,Oct-Sep,7.13,5.14,139.0,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,Oct-Sep,9.4,6.65,141.0,2006
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,Oct-Sep,7.16,6.54,109.0,2006
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,Oct-Sep,2.99,4.26,70.0,2006
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,Oct-Sep,1.35,1.97,69.0,2006
SOUTH LAHONTAN,MOJAVE DESERT,Lake Arrowhead,ARR,5205,Oct-Sep,43.41,42.42,102.0,2006
SOUTH LAHONTAN,MOJAVE DESERT,Mountain Pass,MTP,4730,Oct-Sep,,9.82,,2006
SOUTH LAHONTAN,MOJAVE DESERT,Fairmont,FMT,3060,Oct-Sep,17.19,15.68,110.0,2006
SOUTH LAHONTAN,MOJAVE DESERT,Barstow,BFS,2320,Oct-Sep,3.14,4.13,76.0,2006
COLORADO RIVER,COLORADO DESERT,Twentynine Palms,29P,1975,Oct-Sep,,4.16,,2006
COLORADO RIVER,COLORADO DESERT,Needles,NDL,480,Oct-Sep,,4.44,,2006
COLORADO RIVER,COLORADO DESERT,Palm Springs,PMS,425,Oct-Sep,,5.23,,2006
COLORADO RIVER,COLORADO DESERT,Blythe,BLY,390,Oct-Sep,4.35,3.52,124.0,2006
COLORADO RIVER,COLORADO DESERT,Niland,NLD,-60,Oct-Sep,,2.63,,2006
COLORADO RIVER,COLORADO DESERT,Imperial Valley,IMP,-64,Oct-Sep,1.11,2.73,41.0,2006
NORTH COAST,SMITH RIVER,Gasquet Ranger Station,GAS,384,Oct-Sep,87.78,92.33,95.0,2007
NORTH COAST,KLAMATH RIVER,Callahan,CAL,3185,Oct-Sep,15.0,20.05,75.0,2007
NORTH COAST,KLAMATH RIVER,Fort Jones RS,FJN,2725,Oct-Sep,17.02,21.85,78.0,2007
NORTH COAST,KLAMATH RIVER,Yreka,YRK,2625,Oct-Sep,15.91,18.28,87.0,2007
NORTH COAST,KLAMATH RIVER,Happy Camp RS,HAP,1120,Oct-Sep,50.92,54.09,94.0,2007
NORTH COAST,KLAMATH RIVER,Klamath River At Orleans,OLS,430,Oct-Sep,,53.84,,2007
NORTH COAST,TRINITY RIVER,Coffee Creek Ranger Station,CFF,4400,Oct-Sep,,54.29,,2007
NORTH COAST,TRINITY RIVER,Weaverville RS,WVR,2050,Oct-Sep,,36.85,,2007
NORTH COAST,TRINITY RIVER,Big Bar,BGB,1270,Oct-Sep,25.87,36.99,70.0,2007
NORTH COAST,TRINITY RIVER,Hoopa,HOO,333,Oct-Sep,50.99,56.86,90.0,2007
NORTH COAST,EEL RIVER,Bridgeville 4nnw,BVL,2100,Oct-Sep,,64.34,,2007
NORTH COAST,EEL RIVER,Covelo 1 Nne,COV,1514,Oct-Sep,28.23,40.09,70.0,2007
NORTH COAST,EEL RIVER,Standish Hickey Park,SNH,850,Oct-Sep,,71.96,,2007
NORTH COAST,EEL RIVER,Scotia,SCA,139,Oct-Sep,,47.33,,2007
NORTH COAST,EEL RIVER,Eureka Woodley Island,ERK,20,Oct-Sep,37.0,38.22,97.0,2007
NORTH COAST,RUSSIAN RIVER,Ukiah,UKH,633,Oct-Sep,,35.98,,2007
NORTH COAST,RUSSIAN RIVER,Fort Ross,FRR,112,Oct-Sep,28.15,38.33,73.0,2007
NORTH COAST,RUSSIAN RIVER,Santa Rosa,SRO,109,Oct-Sep,,28.85,,2007
NORTH COAST,RUSSIAN RIVER,Russian River Near Healdsburg,HEA,108,Oct-Sep,29.64,40.67,73.0,2007
SAN FRANCISCO BAY,NORTH SF BAY AREA,Angwin Pacific Union Col,APU,1815,Oct-Sep,23.07,38.84,59.0,2007
SAN FRANCISCO BAY,NORTH SF BAY AREA,Lagunitas Lake,LGT,799,Oct-Sep,36.35,49.5,73.0,2007
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,Oct-Sep,13.75,20.94,66.0,2007
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,Oct-Sep,14.9,24.18,62.0,2007
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,Oct-Sep,18.02,24.16,75.0,2007
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,Oct-Sep,17.0,19.9,85.0,2007
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,Oct-Sep,7.07,13.07,54.0,2007
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,Oct-Sep,17.58,29.84,59.0,2007
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,Oct-Sep,13.61,21.53,63.0,2007
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,Oct-Sep,9.45,20.73,46.0,2007
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,Oct-Sep,,14.1,,2007
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,Oct-Sep,,22.47,,2007
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,Oct-Sep,23.2,40.84,57.0,2007
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,Oct-Sep,,13.68,,2007
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,Oct-Sep,9.88,28.53,35.0,2007
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,Oct-Sep,7.41,19.1,39.0,2007
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,Oct-Sep,,18.15,,2007
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,Oct-Sep,6.72,34.58,19.0,2007
SOUTH COAST,VENTURA - LOS ANGELES AREA,Saugus Power Plant 1,SGS,2105,Oct-Sep,,20.28,,2007
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,Oct-Sep,3.73,14.41,26.0,2007
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles-Wso Airport,LAN,100,Oct-Sep,3.02,12.76,24.0,2007
SOUTH COAST,VENTURA - LOS ANGELES AREA,Oxnard,OXN,49,Oct-Sep,6.14,14.32,43.0,2007
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,Oct-Sep,4.75,29.96,16.0,2007
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,Oct-Sep,,35.9,,2007
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,Oct-Sep,,11.78,,2007
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,Oct-Sep,2.77,13.92,20.0,2007
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,Oct-Sep,5.08,12.58,40.0,2007
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,Oct-Sep,,36.2,,2007
SOUTH COAST,SAN DIEGO AREA,Henshaw Dam,HSD,2700,Oct-Sep,10.13,24.32,42.0,2007
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,Oct-Sep,,15.9,,2007
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh,SDG,13,Oct-Sep,3.85,10.37,37.0,2007
SOUTH COAST,SAN DIEGO AREA,Oceanside Marina,OSM,10,Oct-Sep,,10.93,,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,Oct-Sep,18.09,35.17,51.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Clear Lk Highlands (Obs),CLH,1340,Oct-Sep,,25.09,,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,East Park Reservoir,EPK,1205,Oct-Sep,,18.98,,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,Oct-Sep,11.11,19.98,56.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,Oct-Sep,13.94,21.51,65.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,Oct-Sep,12.03,20.36,59.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,Oct-Sep,15.15,25.78,59.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,Oct-Sep,9.16,17.17,53.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Davis 2wsw,DVS,60,Oct-Sep,10.33,16.83,61.0,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Feather River Near Nicolaus,NIC,43,Oct-Sep,,17.63,,2007
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Sacramento Wb City,SCR,25,Oct-Sep,12.04,17.92,67.0,2007
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mineral (Obs.),MNR,4875,Oct-Sep,31.04,51.13,61.0,2007
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Alturas RS,ALT,4400,Oct-Sep,,12.54,,2007
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Adin RS,ADN,4195,Oct-Sep,,15.67,,2007
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mount Shasta City,MSC,3590,Oct-Sep,29.98,36.15,83.0,2007
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mccloud,MLD,3280,Oct-Sep,31.75,49.72,64.0,2007
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Dunsmuir Treatment Plant,DNM,2170,Oct-Sep,44.25,57.73,77.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Plumas Eureka Park,PLE,5165,Oct-Sep,44.0,66.89,66.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Sierraville RS (USFS),SRR,4975,Oct-Sep,12.01,25.92,46.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Vinton,VNT,4944,Oct-Sep,8.67,13.07,66.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Portola,PRT,4850,Oct-Sep,,20.68,,2007
SACRAMENTO RIVER,FEATHER RIVER,Chester,CHS,4525,Oct-Sep,24.72,31.92,77.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Strawberry Valley,STV,3808,Oct-Sep,64.01,81.26,79.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Greenville RS,GNV,3570,Oct-Sep,25.12,39.4,64.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Brush Creek (DWR-2),BCM,3560,Oct-Sep,61.53,70.08,88.0,2007
SACRAMENTO RIVER,FEATHER RIVER,Quincy RS (USFS),QNC,3420,Oct-Sep,,39.81,,2007
SACRAMENTO RIVER,FEATHER RIVER,De Sabla (PG & E),DSB,2710,Oct-Sep,45.02,62.83,72.0,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Soda Springs 1 E,SSG,6885,Oct-Sep,,63.75,,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Bowman,BOW,5385,Oct-Sep,49.97,66.84,75.0,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Challenge Ranger Station,CHL,3200,Oct-Sep,,65.75,,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Downieville,DWV,2915,Oct-Sep,47.56,60.75,78.0,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Nevada City,NVD,2781,Oct-Sep,45.25,53.38,85.0,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Grass Valley,GSV,2400,Oct-Sep,38.02,53.72,71.0,2007
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Englebright (Usace),ENG,551,Oct-Sep,21.54,33.35,65.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Caples (Twin) Lake,CPT,8000,Oct-Sep,25.99,48.26,54.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Blue Canyon (DWR-2),BYM,5280,Oct-Sep,54.85,62.67,88.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Sly Park,SLP,3530,Oct-Sep,37.44,48.99,76.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Pacific House (Obs.),PCF,3400,Oct-Sep,39.3,50.24,78.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Foresthill R S,FRH,3015,Oct-Sep,40.97,50.82,81.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Georgetown RS (USFS),GRG,3001,Oct-Sep,32.84,53.16,62.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Colfax,CLF,2400,Oct-Sep,27.91,47.04,59.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Placerville,PCV,1850,Oct-Sep,27.0,38.12,71.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Auburn,AUB,1292,Oct-Sep,19.52,34.71,56.0,2007
SACRAMENTO RIVER,AMERICAN RIVER,Folsom Dam,FLD,350,Oct-Sep,,23.46,,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Panoche 2w,PNH,1320,Oct-Sep,5.23,8.6,61.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Madera,MDR,270,Oct-Sep,5.67,12.45,46.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Merced,MFS,153,Oct-Sep,6.87,11.92,58.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Tracy Carbona,TCR,140,Oct-Sep,7.61,9.66,79.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Los Banos,LSB,120,Oct-Sep,4.42,8.99,49.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Modesto Irrig District Office,MDE,91,Oct-Sep,,11.99,,2007
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Stockton Fire Station 4,STK,12,Oct-Sep,9.84,15.67,63.0,2007
SAN JOAQUIN RIVER,COSUMNES - MOKELUMNE RIVERS,West Point,WPT,2775,Oct-Sep,29.06,36.45,80.0,2007
SAN JOAQUIN RIVER,COSUMNES - MOKELUMNE RIVERS,Fiddletown,FDD,2160,Oct-Sep,24.62,34.83,71.0,2007
SAN JOAQUIN RIVER,COSUMNES - MOKELUMNE RIVERS,Camp Pardee,CPD,658,Oct-Sep,14.72,20.77,71.0,2007
SAN JOAQUIN RIVER,CALAVERAS - STANISLAUS RIVERS,Calaveras Big Trees,CVT,4695,Oct-Sep,38.84,53.68,72.0,2007
SAN JOAQUIN RIVER,CALAVERAS - STANISLAUS RIVERS,San Andreas,SDR,54,Oct-Sep,,26.79,,2007
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Cherry Valley Dam,CVD,4765,Oct-Sep,28.88,50.78,57.0,2007
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Hetch Hetchy,HTH,3870,Oct-Sep,23.09,34.7,67.0,2007
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Groveland R S,GVL,3145,Oct-Sep,18.77,36.5,51.0,2007
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Sonora RS,SOR,1749,Oct-Sep,24.77,31.75,78.0,2007
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Moccasin,MCN,938,Oct-Sep,20.76,25.83,80.0,2007
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,South Entrance Yosemite,SEY,5120,Oct-Sep,17.41,44.15,39.0,2007
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,Yosemite Headquarters,YSV,3966,Oct-Sep,22.35,36.76,61.0,2007
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,Mariposa Ranger Station,MRP,2250,Oct-Sep,,29.64,,2007
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,New Exchequer-Lk Mcclure,EXC,879,Oct-Sep,13.38,18.88,71.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Florence Lake (Sce),FLR,7325,Oct-Sep,,24.38,,2007
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Big Creek 1,BGC,4878,Oct-Sep,,34.56,,2007
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,Oct-Sep,18.53,33.39,55.0,2007
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,Oct-Sep,,24.05,,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,Oct-Sep,2.64,7.58,35.0,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield,BFK,494,Oct-Sep,3.19,6.12,52.0,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,Oct-Sep,6.74,11.79,57.0,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,Oct-Sep,3.16,6.93,46.0,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Ap,FRO,328,Oct-Sep,6.07,10.89,56.0,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,Oct-Sep,4.65,10.67,44.0,2007
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,Oct-Sep,3.57,7.8,46.0,2007
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,Oct-Sep,24.55,43.63,56.0,2007
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,Oct-Sep,,19.08,,2007
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,Oct-Sep,20.86,36.2,58.0,2007
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,Oct-Sep,,48.0,,2007
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,Oct-Sep,21.28,44.53,48.0,2007
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,Oct-Sep,23.2,43.63,53.0,2007
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,Oct-Sep,22.67,35.2,64.0,2007
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,Oct-Sep,16.07,26.25,61.0,2007
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,Oct-Sep,13.62,21.71,63.0,2007
TULARE LAKE,KAWEAH RIVER,Terminus Dam,TRM,752,Oct-Sep,9.5,14.2,67.0,2007
TULARE LAKE,KAWEAH RIVER,Lemon Cove,LMC,513,Oct-Sep,9.02,14.03,64.0,2007
TULARE LAKE,TULE RIVER,Hossack,HSS,7100,Oct-Sep,26.9,42.15,64.0,2007
TULARE LAKE,TULE RIVER,Eagle Creek,EGL,6700,Oct-Sep,24.58,37.68,65.0,2007
TULARE LAKE,TULE RIVER,Rogers Camp,RGC,6200,Oct-Sep,19.01,34.72,55.0,2007
TULARE LAKE,TULE RIVER,Mountain Home,MNH,5400,Oct-Sep,18.96,41.77,45.0,2007
TULARE LAKE,TULE RIVER,Springville,SGV,4070,Oct-Sep,19.02,27.44,69.0,2007
TULARE LAKE,TULE RIVER,Success Dam,SCC,692,Oct-Sep,6.49,11.15,58.0,2007
TULARE LAKE,KERN RIVER,Kern R Intake No. 3,KR3,3650,Oct-Sep,6.68,18.35,36.0,2007
TULARE LAKE,KERN RIVER,Glenville Fs,GLV,3140,Oct-Sep,,18.42,,2007
TULARE LAKE,KERN RIVER,Kern PH 3,KP3,2703,Oct-Sep,5.29,12.06,44.0,2007
TULARE LAKE,KERN RIVER,Isabella Dam,ISB,2635,Oct-Sep,6.2,10.84,57.0,2007
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Cedarville,CDV,4670,Oct-Sep,8.2,12.9,64.0,2007
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Fort Bidwell,FBW,4500,Oct-Sep,,15.31,,2007
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Doyle,DYL,4240,Oct-Sep,,10.35,,2007
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Susanville,SSN,4148,Oct-Sep,,14.53,,2007
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Meyers Fire Station,MIS,6400,Oct-Sep,,33.0,,2007
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Sagehen Creek,SGH,6337,Oct-Sep,21.81,30.28,72.0,2007
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Tahoe City (Nws),TAC,6230,Oct-Sep,19.66,30.98,63.0,2007
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Truckee RS (Obs),TKE,6020,Oct-Sep,23.08,31.3,74.0,2007
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,Oct-Sep,25.57,40.32,63.0,2007
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,Oct-Sep,13.01,22.5,58.0,2007
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,Oct-Sep,8.12,14.4,56.0,2007
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,Oct-Sep,7.01,9.37,75.0,2007
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,Oct-Sep,11.81,28.23,42.0,2007
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,Oct-Sep,,19.04,,2007
